Time,CounterValue,Unit,EventName,RunTime,Percentage
# started on Sat Feb  7 23:24:42 2026

60.060072746,236032223,,cpu_atom/cycles/,34809631,62.00,,
60.060072746,949862314,,cpu_core/cycles/,133790082,79.00,,
60.060072746,266837739,,cpu_atom/instructions/,34809631,62.00,1.13,insn per cycle
60.060072746,1584200803,,cpu_core/instructions/,133790082,79.00,1.67,insn per cycle
60.060072746,<not supported>,,cpu_atom/L1-dcache-load-misses/,0,100.00,,
60.060072746,1835750,,cpu_core/L1-dcache-load-misses/,133790082,79.00,,
60.060072746,1141556,,cpu_atom/cache-misses/,34809631,62.00,,
60.060072746,6672912,,cpu_core/cache-misses/,133790082,79.00,,
60.060072746,519,,context-switches,168599713,100.00,,
120.095053185,90068518,,cpu_atom/cycles/,17523772,78.00,,
120.095053185,494325190,,cpu_core/cycles/,72307169,80.00,,
120.095053185,54244281,,cpu_atom/instructions/,17523772,78.00,0.60,insn per cycle
120.095053185,646729789,,cpu_core/instructions/,72307169,80.00,1.31,insn per cycle
120.095053185,<not supported>,,cpu_atom/L1-dcache-load-misses/,0,100.00,,
120.095053185,4138633,,cpu_core/L1-dcache-load-misses/,72307169,80.00,,
120.095053185,1443097,,cpu_atom/cache-misses/,17523772,78.00,,
120.095053185,7876071,,cpu_core/cache-misses/,72307169,80.00,,
120.095053185,540,,context-switches,89830941,100.00,,
180.096874908,5249039197,,cpu_atom/cycles/,292872095,21.00,,
180.096874908,6499215517,,cpu_core/cycles/,1084280124,79.00,,
180.096874908,2258910649,,cpu_atom/instructions/,292872095,21.00,0.43,insn per cycle
180.096874908,2627486185,,cpu_core/instructions/,1084280124,79.00,0.40,insn per cycle
180.096874908,<not supported>,,cpu_atom/L1-dcache-load-misses/,0,100.00,,
180.096874908,24916535,,cpu_core/L1-dcache-load-misses/,1084280124,79.00,,
180.096874908,6289298,,cpu_atom/cache-misses/,292872095,21.00,,
180.096874908,6817536,,cpu_core/cache-misses/,1084280124,79.00,,
180.096874908,192107,,context-switches,1377152219,100.00,,
240.156789403,57820653438,,cpu_atom/cycles/,842673280,5.00,,
240.156789403,99503537237,,cpu_core/cycles/,19750818717,95.00,,
240.156789403,22513180006,,cpu_atom/instructions/,842673280,5.00,0.39,insn per cycle
240.156789403,45905528337,,cpu_core/instructions/,19750871346,95.00,0.46,insn per cycle
240.156789403,<not supported>,,cpu_atom/L1-dcache-load-misses/,0,100.00,,
240.156789403,266187209,,cpu_core/L1-dcache-load-misses/,19750914340,95.00,,
240.156789403,3606583,,cpu_atom/cache-misses/,842673280,5.00,,
240.156789403,23052098,,cpu_core/cache-misses/,19750955759,95.00,,
240.156789403,2775183,,context-switches,20593657950,100.00,,
257.537857266,72413833804,,cpu_atom/cycles/,461789160,2.00,,
257.537857266,124679414925,,cpu_core/cycles/,25964619918,98.00,,
257.537857266,26142519953,,cpu_atom/instructions/,461789160,2.00,0.36,insn per cycle
257.537857266,46971801006,,cpu_core/instructions/,25964567289,98.00,0.38,insn per cycle
257.537857266,<not supported>,,cpu_atom/L1-dcache-load-misses/,0,100.00,,
257.537857266,342485254,,cpu_core/L1-dcache-load-misses/,25964524295,98.00,,
257.537857266,432788,,cpu_atom/cache-misses/,461789160,2.00,,
257.537857266,6314399,,cpu_core/cache-misses/,25964482876,98.00,,
257.537857266,4161852,,context-switches,26426243125,100.00,,
